Loan_Amount_Requested,Length_Employed,Home_Owner,Annual_Income,Income_Verified,Purpose_Of_Loan,Debt_To_Income,Inquiries_Last_6Mo,Months_Since_Deliquency,Total_Accounts,Gender,Interest_Rate
12000,10,0,42240,2,1,8.84,0,0,15,0,0
9000,2,0,50000,2,4,16.95,1,49,15,1,1
6625,4,4,0,0,2,24.58,4,78,30,1,2
20200,1,0,45000,0,2,33.07,1,0,26,0,2
6600,1,0,66000,1,2,15.89,2,0,19,1,2
5000,4,0,0,0,6,7.69,1,27,35,1,0
18000,1,4,60000,2,2,18.56,0,53,39,1,0
35000,1,5,105000,0,2,16.82,0,0,21,1,2
10000,5,0,40000,2,2,14.52,0,7,11,1,1
12000,3,0,62000,2,1,10.49,3,0,18,1,0
5000,1,0,65000,1,4,15.71,1,76,24,0,1
27050,10,0,120000,0,11,7.62,2,0,18,1,2
13000,2,4,130000,2,2,9.42,1,0,15,0,1
13000,4,0,44000,0,2,23.85,0,69,34,1,0
15350,7,0,35000,1,2,20.34,0,0,10,0,2
12875,5,0,75000,2,1,11.07,2,0,26,0,1
16000,1,0,108000,2,1,26.87,0,0,22,1,2
10000,1,0,122000,2,1,18.8,1,36,32,1,1
4200,2,5,30000,2,13,7.2,1,0,9,1,2
14050,7,0,77000,0,1,8.39,0,0,12,1,1
12000,6,4,34000,0,1,9.07,0,0,12,1,1
9000,1,4,30000,2,1,11.96,1,64,26,0,1
15875,5,0,36000,0,4,10.93,0,0,14,1,2
5000,5,3,0,2,0,6.63,0,0,22,0,0
15900,1,0,60000,0,2,17.82,0,0,13,1,1
2800,11,4,27000,0,1,14.49,3,23,28,0,2
14500,8,0,83243,2,2,21.36,1,0,35,1,1
35000,6,0,310000,1,1,13.78,3,5,21,0,1
6400,6,3,50000,2,1,11.83,1,0,13,1,1
8400,10,4,110000,0,2,5.57,2,21,18,1,1
20000,7,5,112000,2,1,27.88,0,0,45,1,0
8000,8,4,43602,0,12,11.56,0,17,16,1,2
20000,11,5,74880,1,2,22.8,1,6,23,1,1
7000,10,4,40000,1,2,25.86,1,0,29,1,1
10000,1,0,120000,1,8,8.66,0,0,25,1,0
1200,6,0,106800,0,4,0.67,0,0,23,0,1
19500,11,3,43344,0,2,23.75,0,0,43,0,2
17500,1,5,0,2,1,7.78,0,21,28,1,1
35000,2,0,110000,0,2,28.13,0,49,31,0,2
20000,4,0,0,1,1,13.86,0,38,25,1,0
6800,1,4,44000,1,2,8.7,0,0,12,1,1
12000,2,0,41000,2,1,12.53,1,24,26,1,1
10000,11,0,45000,1,2,11.79,0,0,11,1,0
24600,1,0,58000,0,2,12.68,1,0,25,1,2
15000,1,4,58000,2,2,10.12,1,0,14,1,1
12000,1,0,50000,0,1,24.41,0,0,12,1,2
20000,1,0,165000,0,2,10.25,2,0,34,0,0
6450,2,4,52500,0,2,8.32,2,23,12,1,2
12500,1,3,42000,1,1,20.06,0,0,20,0,0
2000,10,4,69000,1,2,5.83,1,0,31,0,0
17625,1,0,60890,1,2,22.74,2,53,13,1,2
12000,5,0,0,2,1,21.8,0,0,38,1,0
8400,0,0,95000,2,2,19.25,1,15,26,1,2
11200,1,5,42000,2,2,11.66,1,0,36,0,1
10625,11,4,33500,0,2,29.66,0,0,29,1,1
8600,10,4,22000,1,2,22.84,0,0,21,1,0
10000,2,5,55000,2,8,13.48,1,0,9,1,2
3500,11,4,0,0,2,10.29,0,0,15,1,0
7200,8,4,49000,1,2,25,0,0,20,0,1
11625,5,0,70000,0,2,17.26,2,0,36,0,2
17500,1,5,0,0,2,21.84,1,0,17,1,2
18000,7,0,105000,0,2,28.7,3,33,56,1,1
9000,1,3,38500,1,4,4.49,2,0,13,1,1
7150,10,0,62400,2,2,15.53,1,0,21,1,0
25000,10,3,0,1,2,19.89,0,14,22,0,2
3625,1,0,0,1,9,12.06,2,69,19,1,2
1000,7,0,53000,2,12,26.24,1,64,43,1,2
3625,7,0,55000,1,2,16.43,1,12,19,0,2
12000,1,0,50557,1,2,27.58,1,0,33,1,1
18000,1,0,84000,1,2,15.53,0,0,21,1,0
8600,4,4,0,1,2,21.73,1,68,18,1,2
11000,1,4,60000,1,2,36.34,0,57,37,1,0
6000,9,4,0,0,8,1.53,0,0,29,0,0
10050,2,0,0,1,2,33.9,2,19,21,1,2
11975,0,4,42000,2,13,22.74,1,0,27,0,1
32500,10,0,0,0,2,15.2,1,0,19,1,2
18000,0,4,48000,1,2,26.83,0,0,11,1,1
9000,1,4,0,1,9,10.74,0,0,23,1,0
14025,1,0,37000,2,1,13.26,1,10,19,1,2
35000,1,0,108000,0,2,27.03,0,0,31,1,1
28000,3,4,200000,0,2,13.17,2,0,17,1,2
25000,0,0,0,1,1,28.42,0,0,39,1,0
30000,1,0,85000,0,1,22.63,2,31,23,1,1
10000,3,0,60000,2,2,14.69,0,51,25,1,0
12000,1,4,60000,1,2,35.22,1,0,23,1,1
30000,1,0,155000,0,2,29.18,1,27,38,1,2
16000,8,0,120000,2,2,10.53,0,0,18,1,0
15000,6,4,50000,2,2,19.08,1,0,33,1,1
10750,3,4,31000,2,2,24.12,0,0,18,1,2
2900,8,4,27000,2,2,21.33,1,0,15,1,2
7000,1,0,50000,2,1,7.51,1,0,16,1,0
10000,1,4,35000,1,2,14.3,0,6,7,0,1
3800,1,0,52000,0,4,15.74,0,31,12,0,2
15000,0,4,52000,2,9,9.97,0,0,13,0,2
3000,1,0,70000,2,2,14.28,1,17,37,1,1
27000,3,0,90000,0,2,16.07,0,0,21,0,1
10800,6,4,30000,1,2,12.96,0,28,15,1,1
8000,0,5,16000,0,1,32.55,0,0,12,0,1
12000,5,4,73000,2,2,11.9,0,23,15,0,1
35000,3,0,175000,0,1,23.24,0,3,31,0,1
8000,1,4,55000,0,2,27.19,3,0,18,1,2
4000,1,0,37000,2,2,12.07,0,0,24,0,1
7000,2,4,100000,2,1,1.9,2,0,13,0,0
11000,9,0,76000,2,2,12.84,1,32,20,0,2
26000,1,3,150000,0,4,17.21,5,0,36,1,1
20500,8,0,41000,1,2,18.56,0,0,20,1,2
22750,1,0,52000,1,1,21.37,2,0,35,1,2
9000,1,0,84000,0,4,3.57,1,0,16,0,1
8000,0,0,45000,1,1,16.48,2,75,19,1,1
10000,4,5,55595,0,1,17.46,2,0,22,1,1
8500,11,5,65000,0,1,15.95,1,26,32,1,1
25000,1,0,119000,1,2,32.39,0,6,49,1,1
13600,1,0,85000,1,2,13.81,0,0,23,1,2
9900,2,3,38000,2,1,23.49,0,15,15,1,1
15350,8,3,0,0,9,27.37,2,28,26,0,1
28000,8,5,91850,0,2,28.66,1,54,63,1,2
19200,1,0,80000,1,2,28.95,2,43,32,0,1
14500,1,0,180000,0,1,13.28,2,0,32,1,1
24000,3,4,170000,2,2,7.52,1,0,18,1,0
4800,3,4,30000,2,4,21.22,1,37,13,0,2
15000,2,3,151680,2,0,6.3,0,11,13,1,1
10000,7,0,44720,0,1,35.43,0,0,39,1,1
10000,2,4,45000,2,2,20.25,0,12,33,0,0
15000,10,3,65000,1,2,23.42,0,24,36,1,2
24650,1,0,93000,1,1,24.37,1,6,24,1,1
10000,1,0,53000,1,2,8.04,2,17,18,1,1
5000,6,3,76000,2,1,13.56,1,76,24,0,0
10000,1,0,65000,2,2,17.84,1,30,31,0,1
23000,1,0,130131,0,2,16.66,0,0,44,1,1
16800,10,0,155000,0,9,9.4,1,13,39,1,2
10500,1,0,53000,1,2,8.61,0,0,35,0,1
12000,7,5,0,2,2,17,1,0,36,0,1
25900,9,0,85000,1,2,21.41,0,0,34,1,0
5000,7,4,60000,2,2,24.34,0,0,14,1,2
33000,1,4,100200,0,2,21.13,0,56,24,1,2
28000,1,0,95000,1,2,19.54,0,0,9,1,1
19200,1,0,180000,0,2,9.08,0,28,20,1,0
21200,8,0,0,1,2,27.77,0,0,34,1,2
5000,1,4,77000,2,2,15.85,1,42,24,0,1
18000,0,4,105000,1,2,4.35,5,20,24,1,2
12000,5,5,40000,2,8,13.11,1,0,6,0,2
1000,2,0,32000,0,5,23.1,2,0,17,0,2
35000,3,4,200000,0,1,11.31,2,27,33,0,1
9000,10,4,31000,2,1,33.29,1,21,35,1,1
5500,11,0,31000,0,9,9.72,0,0,15,1,2
6000,5,5,0,2,2,27.4,2,33,19,1,2
30000,11,0,83000,0,2,28.31,1,0,21,0,1
20000,10,4,0,2,2,6.6,1,0,20,1,1
15000,0,4,49500,1,2,26.74,1,0,18,1,2
15000,3,0,60000,0,2,33.2,1,72,30,0,1
20000,0,0,70000,1,1,10.24,1,3,26,1,0
10000,1,4,65000,1,2,16.86,2,8,15,0,2
4800,3,5,27000,1,2,32.36,0,5,10,1,1
19350,1,0,61300,0,2,23.28,1,72,18,1,2
16000,10,4,70000,2,2,12.77,0,0,17,1,2
12000,5,4,45300,1,2,31.17,0,9,27,1,1
5000,11,3,25000,1,4,23.38,0,0,16,1,0
6800,0,5,87360,2,2,9.01,1,38,21,1,1
25475,1,4,58000,0,2,22.28,0,0,17,1,2
9600,3,4,50000,2,1,10.6,0,38,12,0,1
18000,1,0,80000,0,1,15.69,0,36,20,0,1
6000,4,0,75000,1,2,11.6,3,7,25,1,1
33575,0,5,70000,0,1,27.36,0,0,34,1,1
5000,5,4,15000,1,1,9.44,1,44,21,0,0
10075,1,4,74000,0,2,25.2,0,24,29,1,2
8400,0,4,27000,2,2,12.49,0,0,11,1,0
12000,1,4,65000,1,2,6.5,0,78,15,0,2
11200,1,0,70000,1,1,2.73,2,0,8,1,2
35000,6,0,135500,0,1,15.29,5,46,53,1,2
20000,10,0,0,0,4,5.68,1,0,37,1,0
16000,6,0,120000,1,2,19.9,0,0,29,1,0
25000,10,3,130000,0,4,2.97,4,18,39,1,2
10000,4,0,72000,1,1,16.32,1,0,19,1,0
23675,1,0,86000,1,2,12.14,1,9,18,1,2
18500,0,5,60000,2,2,10.04,1,40,32,1,2
20000,3,0,140000,1,2,10.92,1,54,31,1,1
20000,4,4,65000,1,9,21.09,1,0,38,1,2
15000,8,0,56000,1,2,15.73,0,0,9,1,2
9000,3,4,64000,1,2,14.04,0,15,15,1,1
21000,2,0,267000,0,2,14.03,1,0,32,1,0
18200,3,4,51000,0,2,12.47,2,0,16,1,2
12000,1,4,47000,1,1,11.57,2,0,16,0,2
7500,3,4,60000,1,2,15.56,0,0,45,1,0
6250,1,3,22694,1,1,30.4,0,60,21,0,2
13000,11,4,33000,2,1,25.93,0,0,20,1,1
11250,8,4,125000,0,2,8.89,0,26,8,1,2
12600,6,4,52000,2,2,17.24,0,60,39,1,1
16800,1,0,82000,0,2,6.45,1,60,38,1,2
25000,1,0,145000,0,9,12.58,0,0,32,1,1
5000,6,0,60000,2,2,29.16,1,0,14,1,0
9800,1,0,75996,0,4,16.45,0,73,42,1,2
12000,10,0,31200,2,2,29.5,1,76,11,1,1
20000,1,4,70000,1,2,6.08,0,36,21,1,1
10000,10,5,45461,1,2,9.86,1,0,28,0,1
18200,9,0,52000,2,1,22.57,0,0,20,1,1
14125,1,4,43200,1,7,34.42,0,14,21,1,2
4750,7,0,0,0,2,30.37,0,0,19,1,2
25000,3,4,80000,1,1,21.23,0,0,17,1,0
13200,5,0,75000,2,1,14.27,0,71,29,0,1
5000,2,4,40000,2,2,21.6,0,0,15,1,2
12000,10,3,71000,2,6,4.51,0,0,30,0,0
9975,6,4,40000,0,2,33.6,2,28,29,0,1
16000,10,3,60000,2,2,10.22,0,0,21,0,0
9500,8,4,96000,1,2,21.25,1,0,22,0,0
9000,2,4,35000,2,1,16.94,0,16,37,1,0
35000,9,5,0,0,2,16.2,0,10,28,1,1
17000,1,0,105000,2,4,6.53,1,32,32,1,1
15000,7,4,80000,0,2,14.52,2,66,27,1,2
6900,3,4,48000,1,1,10.6,0,0,17,0,1
30000,5,0,120500,0,2,29.16,0,0,32,1,1
11000,1,3,54000,2,2,15.8,0,58,28,0,1
14500,3,4,90000,1,2,11.51,0,0,9,1,2
5000,8,0,0,2,2,12.03,1,76,14,1,0
16150,0,4,45000,0,2,25.46,0,31,28,1,2
20000,9,0,88000,1,2,19.58,3,24,41,1,1
6350,5,4,58000,2,2,19.92,0,0,37,1,1
14400,3,4,34000,1,2,27.53,1,0,14,1,1
10000,2,0,31200,1,4,24.15,3,0,10,1,2
35000,1,0,80000,0,4,24.06,0,68,28,0,2
2000,2,5,30000,2,1,10.56,1,0,17,1,0
29000,4,4,79000,1,1,18,0,0,20,1,0
8950,0,4,30000,0,2,20.24,0,58,13,1,1
10500,7,4,52000,1,2,13.29,1,27,18,1,1
19050,1,5,0,2,2,14.72,1,45,28,1,1
16425,1,4,74000,0,2,22.23,0,8,12,0,1
13000,0,4,0,1,2,34.52,0,9,22,0,1
15000,1,0,121000,0,2,26.7,2,0,44,1,1
9000,6,0,0,1,2,6.53,1,25,39,1,1
16825,9,3,60000,1,2,30.35,1,35,52,1,2
35000,1,0,0,0,12,16.67,3,30,23,1,2
5000,5,0,0,1,2,3.3,0,75,17,1,0
15000,1,4,88000,2,2,7.43,2,42,20,1,1
8325,1,4,0,1,2,27.63,0,0,27,0,1
3000,0,4,72160,2,2,8.61,1,0,36,0,1
6075,2,0,42000,1,1,12.09,3,24,34,1,2
3000,1,4,42000,2,2,14.46,1,0,12,0,1
10000,1,4,42000,2,1,16.91,0,0,20,0,0
21000,0,0,107500,1,2,21.41,3,16,50,1,2
12000,2,4,55000,1,2,19.07,0,45,17,0,1
10000,1,5,46000,1,2,34.44,0,76,38,0,1
6000,10,4,42000,2,1,17.49,1,46,14,0,1
4750,0,4,26000,0,2,8.08,1,0,12,1,2
23500,1,5,108000,2,1,10.99,2,34,34,0,0
8000,2,4,70000,1,1,11.66,0,58,33,1,0
30000,3,4,67000,0,1,33.4,0,0,48,1,2
28000,10,0,135000,1,2,13.11,1,56,31,1,0
12000,10,4,40000,0,2,13.72,0,0,9,1,1
28000,1,4,82158,0,2,30.42,1,9,31,1,2
20000,0,0,0,1,1,14.11,0,48,25,1,1
12000,2,5,0,0,2,18.2,1,36,23,1,2
6000,8,4,39000,2,1,7.72,0,68,28,0,0
6000,11,3,0,0,9,4.7,0,0,12,0,1
9600,2,0,60000,0,2,17.78,0,22,13,1,2
7000,1,0,72000,0,1,16.13,0,0,29,1,0
24000,1,0,115000,1,2,18.63,1,0,23,1,1
16000,1,0,0,0,2,22.46,1,0,10,1,2
25000,2,0,130000,0,7,5.05,0,13,22,1,2
9000,5,0,0,1,1,13.06,0,47,29,1,1
22750,8,5,0,0,2,29.38,0,36,36,1,2
14000,1,0,60000,1,1,15.28,1,18,16,0,2
15000,11,4,64000,0,2,9.43,0,0,9,1,1
15000,2,4,45000,1,1,22.84,1,0,14,1,2
3200,1,0,0,2,1,19.65,1,0,39,1,0
6000,1,0,89460,1,2,14.03,2,0,48,1,1
9600,2,5,50000,2,2,9.67,0,0,14,1,0
35000,1,3,84000,0,2,18.87,0,32,33,1,1
16000,2,4,60000,0,13,12.66,3,0,35,1,2
25000,9,0,0,1,6,2.66,0,30,34,1,1
8000,1,3,0,2,2,13.16,3,0,41,1,1
22900,1,0,64000,0,2,28.24,0,0,18,1,2
13000,10,4,42000,0,1,31.69,1,0,21,1,2
25000,11,0,0,0,4,18.79,2,35,36,1,2
7600,9,3,75000,1,2,16.26,0,0,29,1,0
30000,1,0,0,0,2,10.75,0,80,37,1,2
17050,6,5,40000,0,2,29.63,1,0,19,1,2
1800,1,0,45000,0,2,28.24,2,0,28,0,2
20000,1,0,100000,1,2,6.84,1,5,23,0,1
15500,7,5,75000,2,2,18.85,0,0,26,0,2
2100,0,4,0,2,8,16.38,2,0,33,0,1
4000,4,0,45000,2,6,6.77,1,0,30,1,0
6400,11,5,0,1,1,29.06,1,30,31,0,2
14000,9,4,47500,1,1,26.1,1,19,40,0,2
12000,8,5,88000,2,2,10.46,0,7,23,1,0
8875,10,5,25500,2,2,25.98,1,0,16,1,2
10000,3,0,90000,2,9,11.21,0,10,26,1,0
8500,3,0,73102,2,1,11.23,0,14,33,0,1
15000,1,4,43000,1,4,27.57,0,15,28,0,1
16000,7,0,165000,1,1,18.87,0,49,31,0,0
6000,1,4,36000,0,1,8.01,1,0,9,0,1
11800,11,0,34872,0,2,11.15,0,0,13,1,1
10000,1,5,0,0,2,15.14,2,0,40,1,1
7800,2,4,85000,1,2,18.11,2,53,27,1,2
15000,7,0,60000,2,1,13.42,0,0,38,1,0
18000,1,0,55400,2,1,16.81,1,0,39,0,0
21000,3,0,100000,0,2,15.41,4,0,53,1,0
10400,11,0,40120,0,2,6.34,1,48,11,0,2
12000,5,4,72000,2,2,16.23,3,19,21,1,2
5000,7,0,50000,2,2,21.72,1,27,11,1,1
7925,1,0,123000,2,4,15.54,1,23,28,0,1
12000,1,4,75000,2,2,20.01,1,19,49,0,2
3200,3,4,35000,2,2,7.98,1,0,4,1,1
22500,1,0,0,0,1,13.98,0,52,37,1,0
4000,5,4,38000,0,2,1.9,0,0,9,1,1
18500,1,0,59000,1,1,32.85,1,19,36,0,1
9600,10,4,156000,2,9,13.78,0,75,35,1,1
6000,10,4,20000,2,6,9.84,1,0,11,1,2
15000,0,4,0,0,2,13.93,2,30,10,1,2
17000,0,4,62000,2,1,14.07,0,9,36,0,1
30000,7,0,92000,0,2,24.77,0,0,21,1,0
25000,6,5,83000,0,2,24.62,1,47,17,1,1
2700,8,0,0,2,4,17.89,1,79,40,1,1
22000,7,5,0,1,2,28.06,0,38,19,1,2
15000,1,0,160000,0,2,9.85,0,10,43,0,0
16000,4,4,45000,0,13,23.68,0,0,14,1,2
10000,0,4,24728,0,2,35.87,0,0,11,1,2
29000,4,4,0,0,2,23.48,1,0,27,0,1
25150,0,0,60000,1,2,21.96,0,19,14,1,2
5300,2,0,60000,2,2,22.52,1,0,29,1,1
24000,2,4,104780,0,2,17.15,1,0,18,0,2
2000,1,4,51000,2,8,19.2,0,0,17,0,1
24000,7,0,100000,1,1,11.52,0,52,31,1,1
25000,3,0,75600,1,2,11.19,0,37,16,1,0
22750,8,5,46524.96,0,2,17.46,0,0,13,1,1
19200,8,4,65000,0,9,34.42,0,79,25,0,1
35000,9,0,100000,0,1,15.94,4,63,28,1,2
28000,1,0,145000,1,2,27.16,0,25,22,0,1
17875,5,4,0,1,1,10.91,0,80,25,1,2
10000,7,5,39000,0,1,12.8,0,0,11,1,1
32000,1,0,105000,1,2,23.84,2,24,55,1,2
16100,0,0,55000,2,9,16.89,1,51,31,1,2
5375,4,4,175000,1,2,11.15,1,14,23,1,1
7200,9,4,66000,1,9,2,0,14,21,1,2
20000,10,4,65000,1,1,14.9,0,0,20,1,1
24925,10,0,0,1,2,23.28,0,17,44,1,2
11400,1,0,70000,1,2,12.74,0,34,31,1,2
16000,11,0,0,0,1,28.57,0,0,21,0,0
20000,6,0,150000,1,2,1.86,0,34,27,1,0
4825,4,0,38000,1,2,24.26,0,13,36,1,2
12500,1,0,85000,2,2,17.13,0,34,24,1,0
5000,7,5,52000,2,2,16.27,1,11,19,1,1
10000,1,5,83000,1,2,9.27,0,53,13,1,1
25000,8,0,67000,0,2,15.49,0,0,27,1,1
13000,7,3,75000,0,2,12.64,1,0,25,1,2
28000,4,0,130000,1,1,17.47,1,0,39,0,2
13000,2,0,0,0,2,18,4,14,40,1,2
4400,2,0,65000,2,2,18.22,2,0,24,1,1
3700,5,0,75000,2,2,9.76,3,15,19,1,1
10000,1,0,0,1,2,8.94,2,47,21,1,1
15000,2,0,80000,1,4,14.05,1,0,35,0,0
28000,0,0,100000,2,1,26.5,1,0,28,1,0
13000,1,4,65000,1,2,23.54,1,0,19,1,1
7025,11,3,17616,0,2,31.95,1,0,14,1,2
14400,1,4,50000,2,2,26.09,0,0,24,1,1
10000,3,5,0,1,2,18.39,0,0,15,1,1
6200,1,3,185000,1,2,3.98,4,0,48,0,2
10000,3,4,52000,1,2,6.79,1,76,21,1,1
7500,2,5,38500,2,1,19.64,0,0,22,1,1
12000,6,4,86000,1,2,26.04,1,0,18,1,1
9000,4,5,135000,2,2,8.76,0,8,43,1,0
20000,1,0,81000,1,2,20.86,0,0,17,1,1
8000,10,0,41652,2,0,18.09,0,0,20,1,0
17000,1,0,0,0,2,19.2,1,31,33,1,2
10800,1,0,71000,0,1,28.04,1,0,30,1,0
7200,2,4,40000,2,2,12.81,2,9,18,1,2
3800,4,4,75000,1,2,4.35,0,0,6,1,2
9600,0,4,28800,2,2,8.29,0,0,9,1,1
3600,0,4,27000,0,7,23.42,1,0,10,1,2
4300,3,5,30000,2,2,32.01,1,0,12,1,2
21250,2,0,78000,1,1,6.51,0,0,15,0,2
19200,8,4,58000,0,2,12.39,1,0,28,1,1
29975,1,0,64100,1,2,32.75,0,0,26,1,1
20000,4,0,83000,2,2,13.56,0,0,24,1,1
4800,7,4,47500,2,9,19.83,3,0,16,1,2
12000,11,4,28000,0,1,28.34,0,52,36,1,1
14000,1,4,50000,0,1,30.55,0,0,44,1,2
1800,9,0,53000,2,7,17.41,1,37,16,1,1
24000,4,4,80000,2,11,5.44,2,66,18,1,2
19800,10,5,45000,0,4,12.32,1,39,37,0,2
6500,3,5,76000,2,1,9.2,2,0,11,1,2
8000,1,5,89000,0,2,24.96,2,19,24,0,1
25975,10,4,57800,0,2,23.88,2,0,24,0,2
10500,5,0,118000,0,2,0.3,0,12,43,1,1
6000,9,0,45000,0,1,33.68,3,0,28,1,2
3000,1,3,26400,1,4,14.18,0,68,23,1,1
8000,9,4,55000,0,2,14.29,1,0,22,0,1
3500,11,0,60000,2,4,15.2,1,4,28,1,1
15000,1,0,50000,2,1,23.52,0,0,19,1,1
6850,0,4,25000,2,0,9.62,1,0,7,1,1
10000,3,4,0,0,2,12.65,1,0,8,1,1
7000,1,0,0,1,7,23.25,0,0,26,1,2
30000,7,0,800000,1,9,3.19,0,32,28,1,2
16000,1,4,60000,1,2,26.12,0,41,25,1,1
11100,1,4,33000,1,2,23.09,0,0,15,1,1
7500,0,3,21000,1,2,24.51,0,0,26,1,1
18000,10,0,200000,0,2,17.23,2,0,25,0,1
18000,10,5,109000,0,9,23.2,0,49,33,1,2
7500,7,4,31000,2,1,7.01,0,0,9,1,0
24000,10,0,130000,1,2,17.46,0,0,30,0,1
15000,1,4,72000,1,2,11.57,0,0,16,1,2
7000,2,4,57996,2,9,17.75,0,0,18,0,1
15000,0,5,0,2,1,25.71,0,0,15,1,1
18000,2,0,95000,1,4,15.12,3,48,17,1,2
9000,8,0,145000,2,2,13.78,0,7,24,1,1
7000,6,4,49000,0,2,18.66,1,38,17,1,2
13225,2,4,120000,0,2,11.89,0,18,30,1,1
15000,7,5,72000,0,2,22.67,0,24,29,0,2
28000,1,3,0,0,1,22.97,2,0,31,1,1
9600,9,3,44000,2,2,15.6,0,19,37,0,1
26450,4,5,156912,0,1,7.31,0,24,12,1,0
13200,2,4,0,1,2,16.04,1,0,29,1,2
17000,1,3,95000,1,2,10.97,0,32,14,0,1
28000,1,0,0,0,1,17.29,0,0,12,0,1
8000,1,4,54000,2,2,11.8,0,3,21,0,1
28000,1,0,98000,1,1,19.34,0,0,20,1,1
35000,1,5,152000,1,2,26.4,1,0,34,1,2
4000,5,0,95000,2,9,7.87,2,16,27,0,0
7000,6,0,145000,0,2,29.48,0,0,27,1,0
16450,5,0,42000,0,2,19.83,0,54,21,1,2
30225,1,0,68000,0,2,34.55,1,0,28,1,2
3000,5,4,40000,0,2,16.32,0,0,19,0,1
8000,5,4,33000,0,2,14.73,0,0,8,1,2
10000,1,5,44000,2,2,35.3,0,0,19,0,1
13500,10,3,50000,0,1,26.86,0,50,19,1,1
30000,1,5,90000,0,2,11.25,3,23,16,1,2
7000,1,0,25000,1,2,8.11,0,0,11,1,2
7575,5,0,50000,0,2,27.75,2,76,38,1,1
9000,7,0,48000,2,2,15.28,0,0,29,1,0
12000,1,0,90000,1,2,22.18,2,33,46,1,0
20000,9,0,90000,1,2,14.15,0,0,38,1,0
15000,2,0,60000,1,2,12.12,0,59,23,1,1
3000,0,4,10000,1,9,27,1,0,4,0,2
20000,6,4,115000,1,2,17.56,0,0,44,1,1
20000,1,5,105000,0,1,4.89,0,14,27,1,0
30000,1,0,125000,1,2,27.87,1,0,28,0,2
10000,10,4,0,1,2,19.75,0,0,19,1,0
8400,8,5,45000,1,1,18.36,0,0,21,1,0
15000,6,5,0,0,2,28.14,0,0,33,1,2
23075,1,3,0,2,2,0.44,0,0,17,1,0
2950,2,4,110000,0,2,1.43,2,40,7,1,2
20500,1,5,46000,0,2,12.18,1,11,20,1,2
25000,1,0,91600,1,2,22.27,1,8,32,1,2
9000,6,5,45000,1,2,22.32,2,0,10,1,2
10000,1,4,76000,1,2,17.56,0,46,29,1,1
10600,6,0,60000,2,2,13.5,1,0,11,1,1
11850,0,0,0,0,2,32.34,0,81,32,1,1
20000,2,0,0,1,2,8.91,0,0,24,1,0
8000,7,5,0,0,2,7.73,2,0,11,1,2
8000,7,3,52000,1,2,14.61,0,0,7,0,1
1000,2,0,30000,2,3,9.04,2,0,15,1,0
14250,2,4,122600,2,7,22.23,0,21,24,1,1
17500,1,4,43000,0,1,11.83,0,7,22,1,1
9250,1,3,45000,0,1,22.21,0,0,22,1,2
10000,1,4,75000,2,2,3.25,0,26,12,1,1
24000,8,0,90000,0,2,9.55,0,75,19,1,1
20000,6,0,60000,1,1,29.45,0,44,37,0,0
35000,1,3,105000,0,1,12.54,1,0,9,1,2
6000,1,4,0,0,8,9.21,1,13,51,0,2
7500,1,4,80000,2,2,19.86,0,0,13,0,1
7750,1,4,42000,0,2,16.09,0,0,45,1,2
5600,1,4,0,2,1,9.09,1,0,17,1,1
4800,1,3,80000,2,1,18.66,2,0,25,0,0
11100,11,3,37000,0,2,19.17,0,0,18,1,1
18000,1,0,59000,2,2,11.94,2,0,26,1,2
1000,2,4,29000,2,12,18.5,1,75,27,1,2
7875,7,4,0,2,2,15.75,1,41,29,0,2
15000,1,4,55000,2,2,34.82,2,0,40,1,2
16000,9,4,98000,0,4,21.44,2,0,26,0,1
2400,0,4,37000,0,12,25.36,3,17,25,1,2
19725,2,0,65000,2,1,23.73,2,45,40,1,2
35000,9,0,127000,0,2,18.24,1,0,39,1,2
5000,1,4,0,2,2,27.06,0,0,38,0,2
24000,3,0,0,1,1,19.91,2,0,61,1,0
12000,10,0,0,1,2,19.04,0,56,14,0,1
15000,4,4,41000,1,2,22.01,1,43,9,1,2
7125,1,0,70000,1,4,7.81,0,34,40,1,1
9000,0,4,64100,2,2,24.79,1,0,26,1,1
5600,10,4,26000,0,6,2.31,1,0,9,1,0
14400,7,0,60000,1,2,25.18,1,0,18,1,1
20000,2,5,0,0,1,13.05,0,0,26,1,0
33500,2,0,285000,0,2,14.54,3,37,40,1,0
18000,5,0,0,1,4,6.39,4,63,47,1,2
25000,8,0,0,1,2,15.68,1,48,32,0,2
17500,4,4,40000,2,1,24,0,0,28,1,1
15475,5,4,85000,1,5,12.55,3,17,24,1,2
10000,8,0,0,2,6,12.33,1,0,26,1,2
6000,1,0,68205,2,1,8.15,0,0,13,1,0
10000,1,0,69500,2,4,12.57,0,68,30,1,1
20000,10,5,70000,1,2,29.8,2,0,25,1,2
4600,3,4,38000,2,2,36.39,3,11,28,1,2
7250,1,0,70000,2,2,14.74,2,7,44,1,1
11825,11,4,0,0,2,26.3,0,0,17,1,1
12000,1,5,150000,1,2,18.82,0,41,30,1,2
13600,1,0,47500,1,1,20.94,0,0,13,1,2
15000,7,3,30000,1,2,18.84,0,0,19,1,1
4975,5,4,0,0,2,18.35,0,0,6,1,1
35000,1,0,0,1,2,5.93,0,26,35,0,1
5000,1,0,70000,2,9,18.07,0,0,28,0,0
8950,11,4,0,0,2,13.85,1,12,14,1,2
12000,3,4,0,2,1,5.46,0,36,31,0,0
